#,EDO,SERIAL,EQUIPO / ACTIVO,TIPO,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,P.T.,SERVICIO,A / L,TEMP,D. EXT,PESO,PROPIEDAD,NOMENCLATURA FLEJE,L. FLEJE,,UNION
78,ON,PCT-23-XO-4/6-206-001,PCT-XO-003,XOVER,4      ,206,M,2000,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4/6-206-001 / PCT-XO-003 / MAWP 1440 / H2S / TEMP -29 - 121 C,3      ,,
79,ON,PCT-23-XO-4/6-206-002,PCT-XO-004,XOVER,4      ,206,M,2000,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1440,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4/6-206-002 / PCT-XO-004 / MAWP 1440 / H2S / TEMP -29 - 121 C,3      ,,
80,ON,PCT-23-XO-4-602/206-001,PCT-XO-005,XOVER,4      ,206,H,2000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-602/206-001 / PCT-XO-005 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
81,ON,PCT-23-XO-4-602/206-002,PCT-XO-006,XOVER,4      ,206,H,2000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-602/206-002 / PCT-XO-006 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
82,ON,PCT-23-XO-4-602/206-003,PCT-XO-007,XOVER,4      ,206,H,2000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-602/206-003 / PCT-XO-007 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
83,ON,PCT-23-XO-4-602/206-004,PCT-XO-008,XOVER,4      ,206,H,2000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-602/206-004 / PCT-XO-008 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
84,ON,PCT-23-XO-4-602/206-005,PCT-XO-009,XOVER,4      ,206,H,2000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-602/206-005 / PCT-XO-009 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
85,ON,PCT-23-XO-4-206/602-001,PCT-XO-010,XOVER,4      ,206,M,2000,X,4      ,602,H,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-206/602-001 / PCT-XO-010 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
86,ON,PCT-23-XO-4-206/602-002,PCT-XO-011,XOVER,4      ,206,M,2000,X,4      ,602,H,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-206/602-002 / PCT-XO-011 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
87,ON,PCT-23-XO-4-206/602-003,PCT-XO-012,XOVER,4      ,206,M,2000,X,4      ,602,H,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-206/602-003 / PCT-XO-012 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
88,ON,PCT-23-XO-4-206/602-004,PCT-XO-013,XOVER,4      ,206,M,2000,X,4      ,602,H,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-206/602-004 / PCT-XO-013 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
89,ON,PCT-23-XO-4-206/602-005,PCT-XO-014,XOVER,4      ,206,M,2000,X,4      ,602,H,5000,NA,NA,NA,NA,NA,2000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-4-206/602-005 / PCT-XO-014 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
90,ON,PCT-23-XO-4F/3W-001,PCT-XO-015,XOVER,3      ,1502,H,10000,X,4  1/16,B,BX-155,15000,NA,NA,NA,NA,NA,10000,H2S,7  5/8 ,-29 - 121 C,,,PCT,PCT-23-XO-4F/3W-001 / PCT-XO-015 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
91,ON,PCT-23-XO-3/2-1502-001,PCT-XO-016,XOVER,2      ,1502,M,10000,X,3      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-3/2-1502-001 / PCT-XO-016 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
92,ON,PCT-23-XO-2/3-1502-001,PCT-XO-017,XOVER,2      ,1502,H,10000,X,3      ,1502,M,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-23-XO-2/3-1502-001 / PCT-XO-017 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
93,ON,PCT-24-XO-7F/6W-001,PCT-XO-018,XOVER,6      ,206,M,1000,X,7  1/16,B,R-46,5000,NA,NA,NA,NA,NA,1000,H2S,11  1/16,-29 - 121 C,,,PCT,PCT-24-XO-7F/6W-001 / PCT-XO-018 / MAWP 1000 / H2S / TEMP -29 - 121 C,3      ,,
94,ON,PCT-24-XO-7F/6W-002,PCT-XO-019,XOVER,6      ,206,M,1000,X,7  1/16,B,R-46,5000,NA,NA,NA,NA,NA,1000,H2S,5  3/4 ,-29 - 121 C,,,PCT,PCT-24-XO-7F/6W-002 / PCT-XO-019 / MAWP 1000 / H2S / TEMP -29 - 121 C,3      ,,
95,ON,PCT-24-XO-6206-T/T-001,PCT-XO-020,XOVER,6      ,206,H,1000,X,6      ,206,H,1440,NA,NA,NA,NA,NA,1000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-6206-T/T-001 / PCT-XO-020 / MAWP 1000 / H2S / TEMP -29 - 121 C,3      ,,
96,ON,PCT-24-XO-6-206/150#-001,PCT-XO-021,XOVER,6      ,206,M,1000,X,6      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-6-206/150#-001 / PCT-XO-021 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
97,ON,PCT-24-XO-6-206/150#-002,PCT-XO-022,XOVER,6      ,206,M,1000,X,6      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-6-206/150#-002 / PCT-XO-022 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
98,ON,PCT-24-XO-6-206/150#-003,PCT-XO-023,XOVER,6      ,206,H,1000,X,6      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-6-206/150#-003 / PCT-XO-023 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
99,ON,PCT-24-XO-6-206/150#-004,PCT-XO-024,XOVER,6      ,206,H,1000,X,6      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-6-206/150#-004 / PCT-XO-024 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
100,ON,PCT-23-XO-4F/4T-001,PCT-XO-025,XOVER,4      ,602,H,5000,X,4  1/16,B,RX-39,5000,NA,NA,NA,NA,NA,5000,H2S,,-29 - 121 C,,,PCT,PCT-23-XO-4F/4T-001 / PCT-XO-025 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
101,ON,PCT-23-XO-3F/4T-001,PCT-XO-026,XOVER,4      ,602,H,5000,X,3  1/16,B,BX-154,10000,NA,NA,NA,NA,NA,5000,H2S,,-29 - 121 C,,,PCT,PCT-23-XO-3F/4T-001 / PCT-XO-026 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
102,ON,PCT-23-XO-2F/4F-001,PCT-XO-027,DSA,2  1/16,B,BX-152,10000,X,4  1/16,B,BX-155,10000,NA,NA,NA,NA,NA,10000,H2S,3  1/4 ,-29 - 121 C,,,PCT,PCT-23-XO-2F/4F-001 / PCT-XO-027 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
103,ON,PCT-23-XO-2F/2T-002,PCT-XO-028,XOVER,2      ,1502,H,10000,X,2  1/16,B,BX-152,10000,NA,NA,NA,NA,NA,10000,H2S,X,-29 - 121 C,,,PCT,PCT-23-XO-2F/2T-002 / PCT-XO-028 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
104,ON,PCT-23-XO-2F/2T-003,PCT-XO-029,XOVER,2      ,1502,H,10000,X,2  1/16,B,BX-152,15000,NA,NA,NA,NA,NA,10000,H2S,X,-29 - 121 C,,,PCT,PCT-23-XO-2F/2T-003 / PCT-XO-029 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
105,ON,PCT-23-XO-3F/2T-003,PCT-XO-030,XOVER,2      ,1502,H,10000,X,3  1/16,B,BX-154,10/15000,NA,NA,NA,NA,NA,10000,H2S,7  1/8 ,-29 - 121 C,,,PCT,PCT-23-XO-3F/2T-003 / PCT-XO-030 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
106,ON,PCT-23-XO-3F/4F-002,PCT-XO-031,DSA,3  1/16,B,BX-154,10000,X,4  1/16,B,BX-155,10000,NA,NA,NA,NA,NA,10000,H2S,X,-29 - 121 C,,,PCT,PCT-23-XO-3F/4F-002 / PCT-XO-031 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
107,ON,2572,PCT-XO-032,XOVER,3      ,1502,M,10000,X,4      ,1002,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,,,PCT,2572 / PCT-XO-032 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
108,OFF,PENDIENTE,PCT-XO-033,XOVER,3      ,1502,M,10000,X,4      ,1002,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,,,PCT,PENDIENTE / PCT-XO-033 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
109,ON,PCT-23-BC-2-001,PCT-BC-01, BRIDA CIEGA ,2  1/16,B,RX-24,5000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,5000,H2S,1 13/16,-29 - 121 C,,,PCT,PCT-23-BC-2-001 / PCT-BC-01 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
110,ON,PCT-23-BC-2-002,PCT-BC-02, BRIDA CIEGA ,2  1/16,B,RX-24,5000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,5000,H2S,1 13/16,-29 - 121 C,,,PCT,PCT-23-BC-2-002 / PCT-BC-02 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
111,ON,993 10,PCT-BC-03, BRIDA CIEGA ,3  1/16,B,BX-154,10000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,10000,H2S,1 13/16,-29 - 121 C,,,PCT,993 10 / PCT-BC-03 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
112,ON,993 11,PCT-BC-04, BRIDA CIEGA ,3  1/16,B,BX-154,10000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,10000,H2S,1 13/16,-29 - 121 C,,,PCT,993 11 / PCT-BC-04 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
113,ON,993 12,PCT-BC-05, BRIDA CIEGA ,3  1/16,B,BX-154,10000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,10000,H2S,1 13/16,-29 - 121 C,,,PCT,993 12 / PCT-BC-05 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
114,ON,TOMAR SERIAL,PCT-BC-06, BRIDA CIEGA ,2  1/16,B,RX-24,5000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,5000,H2S,,-29 - 121 C,,,PCT,TOMAR SERIAL / PCT-BC-06 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
115,ON,TOMAR SERIAL,PCT-BC-07, BRIDA CIEGA ,2  1/16,B,RX-24,5000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,5000,H2S,,-29 - 121 C,,,PCT,TOMAR SERIAL / PCT-BC-07 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
116,ON,TOMAR SERIAL,PCT-BC-08, BRIDA CIEGA ,2  1/16,B,RX-24,5000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,5000,H2S,,-29 - 121 C,,,PCT,TOMAR SERIAL / PCT-BC-08 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
117,ON,TOMAR SERIAL,PCT-BP-11, BRIDA DE PRUEBA ,2  1/16,B,RX-24,5000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,5000,H2S,,-29 - 121 C,,,PCT,TOMAR SERIAL / PCT-BP-11 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
118,ON,TOMAR SERIAL,PCT-BP-12, BRIDA DE PRUEBA ,2  1/16,B,RX-24,5000,X,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,5000,H2S,,-29 - 121 C,,,PCT,TOMAR SERIAL / PCT-BP-12 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
119,ON,PCT-23-XO-7F/4F-001,PCT-XO-034, DSA ,4  1/16,B,RX-39,5000,X,7  1/16,B,R-46,5000,NA,NA,NA,NA,NA,5000,H2S,X,-29 - 121 C,,,PCT,PCT-23-XO-7F/4F-001 / PCT-XO-034 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
120,ON,PCT-24-XO-7F/4T-001,PCT-XO-035, XOVER ,4      ,602,H,5000,X,7  1/16,B,R-46,5000,NA,NA,NA,NA,NA,5000,H2S,10  3/8 ,-29 - 121 C,,,PCT,PCT-24-XO-7F/4T-001 / PCT-XO-035 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
121,ON,PCT-24-XO-3F/4W-001,PCT-XO-036, XOVER ,3  1/16,B,BX-154,10000,X,4      ,206,M,1440,NA,NA,NA,NA,NA,1440,H2S,X,-29 - 121 C,,,PCT,PCT-24-XO-3F/4W-001 / PCT-XO-036 / MAWP 1440 / H2S / TEMP -29 - 121 C,3      ,,
122,ON,PCT-24-XO-7F/2T-001,PCT-XO-037, XOVER ,2      ,1502,H,10000,X,7  1/16,B,R-46,5000,NA,NA,NA,NA,NA,5000,H2S,9  3/8 ,-29 - 121 C,,,PCT,PCT-24-XO-7F/2T-001 / PCT-XO-037 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
123,ON,PCT-XO-3/2-1502-001,PCT-XO-038,XOVER,2      ,1502,M,10000,X,3      ,1502,M,10000,NA,NA,NA,NA,NA,10000,H2S,,-29 - 121 C,,,PCT,PCT-XO-3/2-1502-001 / PCT-XO-038 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
124,ON,TOMAR SERIAL,PCT-CE-20,CARRETE ESPACIADOR,4  1/16,B,RX-39,5000,X,4  1/16,B,RX-39,5000,NA,NA,NA,NA,NA,5000,H2S,9  3/4 ,-29 - 121 C,,,PCT,TOMAR SERIAL / PCT-CE-20 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
125,ON,PCT-24-XO-012,PCT-XO-039,XOVER,2      ,1502,H,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-012 / PCT-XO-039 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
126,ON,PCT-24-XO-013,PCT-XO-040,XOVER,2      ,1502,H,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-013 / PCT-XO-040 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
127,ON,PCT-24-XO-014,PCT-XO-041,XOVER,2      ,1502,M,10000,X,2      ,1502,M,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-014 / PCT-XO-041 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
128,ON,PCT-24-XO-015,PCT-XO-042,XOVER,2      ,1502,M,10000,X,2      ,1502,M,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-015 / PCT-XO-042 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
129,ON,PCT-24-XO-016,PCT-XO-043,XOVER,3      ,1502,H,10000,X,3      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-016 / PCT-XO-043 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
130,ON,PCT-24-XO-017,PCT-XO-044,XOVER,3      ,1502,H,10000,X,3      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-017 / PCT-XO-044 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
131,ON,PCT-24-XO-018,PCT-XO-045,XOVER,3      ,1502,M,10000,X,3      ,1502,M,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-018 / PCT-XO-045 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
132,ON,PCT-24-XO-019,PCT-XO-046,XOVER,3      ,1502,M,10000,X,3      ,1502,M,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-019 / PCT-XO-046 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
133,ON,PCT-24-XO-020,PCT-XO-047,XOVER,2      ,1502,M,10000,X,3      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-020 / PCT-XO-047 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
134,ON,PCT-24-XO-021,PCT-XO-048,XOVER,2      ,1502,M,10000,X,3      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-021 / PCT-XO-048 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
135,ON,PCT-24-XO-022,PCT-XO-049,XOVER,4      ,602,H,5000,X,4      ,602,H,5000,NA,NA,NA,NA,NA,5000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-022 / PCT-XO-049 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
136,ON,PCT-24-XO-023,PCT-XO-050,XOVER,4      ,602,H,5000,X,4      ,602,H,5000,NA,NA,NA,NA,NA,5000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-023 / PCT-XO-050 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
137,ON,PCT-24-XO-024,PCT-XO-051,XOVER,4      ,602,M,5000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,5000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-024 / PCT-XO-051 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
138,ON,PCT-24-XO-025,PCT-XO-052,XOVER,4      ,602,M,5000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,5000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-025 / PCT-XO-052 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
139,ON,PCT-24-XO-026,PCT-XO-053,XOVER,2      ,1502,H,10000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,5000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-026 / PCT-XO-053 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
140,ON,PCT-24-XO-027,PCT-XO-054,XOVER,2      ,1502,H,10000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,5000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-027 / PCT-XO-054 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
141,ON,PCT-24-XO-028,PCT-XO-055,XOVER,2      ,1502,H,10000,X,3      ,1502,M,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-028 / PCT-XO-055 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
142,ON,PCT-24-XO-029,PCT-XO-056,XOVER,2      ,1502,H,10000,X,3      ,1502,M,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-XO-029 / PCT-XO-056 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
143,ON,PCT-24-XO-030,PCT-XO-057,XOVER,2      ,1502,H,10000,X,6      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,7  7/8 ,-29 - 121 C,,,PCT,PCT-24-XO-030 / PCT-XO-057 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
144,ON,PCT-24-XO-031,PCT-XO-058,XOVER,2      ,1502,H,10000,X,8      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,7  7/8 ,-29 - 121 C,,,PCT,PCT-24-XO-031 / PCT-XO-058 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
145,ON,PCT-24-XO-032,PCT-XO-059,XOVER,4      ,602,M,5000,X,7  1/16,B,R-46,5000,NA,NA,NA,NA,NA,5000,H2S,12  1/64,-29 - 121 C,,,PCT,PCT-24-XO-032 / PCT-XO-059 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
146,ON,PCT-24-XO-033,PCT-XO-060,XOVER,4      ,602,H,5000,X,7  1/16,B,R-46,5000,NA,NA,NA,NA,NA,5000,H2S,9  1/4 ,-29 - 121 C,,,PCT,PCT-24-XO-033 / PCT-XO-060 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
147,ON,PCT-24-XO-034,PCT-XO-061,XOVER,4      ,602,M,5000,X,4  1/16,B,BX-155,10000,NA,NA,NA,NA,NA,5000,H2S,8  7/8 ,-29 - 121 C,,,PCT,PCT-24-XO-034 / PCT-XO-061 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
148,ON,PCT-24-XO-035,PCT-XO-062,XOVER,4      ,602,H,5000,X,4  1/16,B,BX-155,10000,NA,NA,NA,NA,NA,5000,H2S,7  7/8 ,-29 - 121 C,,,PCT,PCT-24-XO-035 / PCT-XO-062 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
149,ON,PCT-24-XO-036,PCT-XO-063,XOVER,3      ,1502,M,10000,X,4      ,602,H,5000,NA,NA,NA,NA,NA,5000,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-036 / PCT-XO-063 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
150,ON,PCT-24-XO-037,PCT-XO-064,XOVER,3      ,1502,H,10000,X,4      ,602,M,5000,NA,NA,NA,NA,NA,5000,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-037 / PCT-XO-064 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
151,ON,PCT-24-XO-4-206/150#-001,PCT-XO-065,XOVER,4      ,206,M,1440,X,4      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-4-206/150#-001 / PCT-XO-065 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
152,ON,PCT-24-XO-4-206/150#-002,PCT-XO-066,XOVER,4      ,206,M,1440,X,4      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-4-206/150#-002 / PCT-XO-066 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
153,ON,PCT-24-XO-4-206/150#-003,PCT-XO-067,XOVER,4      ,206,F,1440,X,4      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-4-206/150#-003 / PCT-XO-067 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
154,ON,PCT-24-XO-4-206/150#-004,PCT-XO-068,XOVER,4      ,206,F,1440,X,4      ,B,150#,285,NA,NA,NA,NA,NA,285,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-4-206/150#-004 / PCT-XO-068 / MAWP 285 / H2S / TEMP -29 - 121 C,3      ,,
155,ON,PCT-24-XO-21502/4206-001,PCT-XO-069,XOVER,2      ,1502,H,10000,X,4      ,206,M,2000,NA,NA,NA,NA,NA,2000,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-21502/4206-001 / PCT-XO-069 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
156,ON,PCT-24-XO-206-2F/4M-001,PCT-XO-070,XOVER,2      ,206,H,2000,X,4      ,206,M,2000,NA,NA,NA,NA,NA,2000,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-206-2F/4M-001 / PCT-XO-070 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
156,OFF,PCT-24-XO-206-2F/4M-002,PCT-XO-071,XOVER,2      ,1502,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,12      ,-29 - 121 C,,,PCT,PCT-24-XO-206-2F/4M-002 / PCT-XO-071 / MAWP 2000 / H2S / TEMP -29 - 121 C,3      ,,
158,ON,PCT-24-X0-4F-10/15-001,PCT-XO-072,XOVER,4  1/16,B,BX-155,10000,X,4  1/16,B,BX-155,15000,NA,NA,NA,NA,NA,10000,H2S,X,-29 - 121 C,,,PCT,PCT-24-X0-4F-10/15-001 / PCT-XO-072 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
159,ON,PCT-24-X0-3F-10/15-001,PCT-XO-073,DSA,3  1/16,B,BX-154,10000,X,3  1/16,B,BX-154,15000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,,,PCT,PCT-24-X0-3F-10/15-001 / PCT-XO-073 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
160,ON,01507267,PCT-XO-074, DSA ,2  1/16,B,BX-152,10000,X,3  1/16,B,BX-154,10000,NA,NA,NA,NA,NA,10000,H2S,3  1/2 ,-29 - 121 C,,,PCT,01507267 / PCT-XO-074 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
161,ON,PCT-23-4206-10-001,PCT-PUP-0001,TUBO,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,10      ,-29 - 121 C,14  1/4 ,,PCT,PCT-23-4206-10-001 / PCT-PUP-0001 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
162,ON,PCT-23-4206-10-002,PCT-PUP-0002,TUBO,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,10      ,-29 - 121 C,14  1/4 ,,PCT,PCT-23-4206-10-002 / PCT-PUP-0002 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
163,ON,PCT-23-4206-10-003,PCT-PUP-0003,TUBO,4      ,206,M,2000,X,4      ,206,H,2000,NA,NA,NA,NA,NA,2000,H2S,10      ,-29 - 121 C,14  1/4 ,,PCT,PCT-23-4206-10-003 / PCT-PUP-0003 / MAWP 2000 / H2S / TEMP -29 - 121 C,17  1/4 ,,
